timestamp,link,Lookup_ID,Version,Content Category: Gift Announcement,Interest Area: Giving Blueday,Interest Area: Student Support,Interest Area: History,Interest Area: Diversity Equity and Inclusion,Interest Area: Poverty,Interest Area: Sustainability,Interest Area: Environment,Interest Area: City of Detroit,Interest Area: Health and Wellness,Interest Area: Public Good,Interest Area: Facilities,Interest Area: Arts,Interest Area: Education,Interest Area: Science,Interest Area: Military and Veterans,Interest Area: International,Interest Area: Aging,S/C/U: Gerald R. Ford School of Public Policy,S/C/U: Rackham Graduate School,S/C/U: Bentley Historical Library,S/C/U: Student Life,"S/C/U: College of Literature, Science, and the Arts",S/C/U: Student Publications,S/C/U: Institute for Social Research,S/C/U: Stephen M. Ross School of Business,S/C/U: School for Environment and Sustainability,S/C/U: Michigan Medicine,S/C/U: School of Dentistry,S/C/U: University of Michigan Museum of Art,S/C/U: School of Education,S/C/U: Athletics,S/C/U: Detroit Observatory
5/12/2022 9:05,Meet Audrey,12901842,Annual Giving,,,Student Support,,,,,,,,,,,,,,International,,,,,,,,,,,,,,,,
2/2/2022 5:23,Learn about the Weill gift,12911515,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:21,Learn about the Weill gift,12913009,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 9:06,Learn more about CAI’s global reach,12913680,Major Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
5/12/2022 9:52,womens-basketball-harris-family,12918644,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 11:39,Read about the program,12927231,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 8:17,Meet the graduates,12936017,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:20,Read about the impact,12938516,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 10:00,Learn about the Weill gift,12942541,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:32,Learn more about the program,12942902,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 8:34,Read about the Bentley gift,12942907,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 13:49,Meet Dyanna,12942916,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 9:36,Meet the graduates,12942961,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:32,Learn about the Warren bequest,12943212,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 9:14,Read about the program,12943212,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 8:58,Read about the Bentley gift,12943212,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 8:53,Learn about the Weill gift,12943212,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 8:13,Read about the program,12955928,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 8:47,Learn about the Warren bequest,12961184,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 8:48,Read about the program,12961184,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 8:48,Read about the Bentley gift,12961184,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 8:48,Learn about the Weill gift,12961184,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 9:53,Read about the impact,12962583,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2022 10:31,Read about the Culture Corps,12965161,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 10:12,Learn about the Weill gift,12965163,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 10:03,Read about the program,12975255,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 15:07,Learn about the Weill gift,12976785,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:43,Learn about the Weill gift,12977758,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 9:04,Experience the observatory,12977880,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:25,Learn about the Weill gift,12982093,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 8:21,Learn about the clinic,12987105,Major Giving,Gift Announcement,,,,,,Sustainability,Environment,City of Detroit,,,,,,,,,,,,,,,,,,School for Environment and Sustainability,,,,,,
1/31/2022 8:28,Meet Dyanna,12987105,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 16:55,Learn more about the program,12991976,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 22:50,Experience the observatory,12997949,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:47,Read about the Bentley gift,13010749,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
5/12/2022 16:43,grosfeld-kellogg-center-gift,13015793,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
5/12/2022 11:16,Experience the observatory,13017315,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 8:08,Learn about U-M’s Ginsberg Center,13017782,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 8:40,womens-basketball-harris-family,13020222,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 8:40,womens-basketball-harris-family,13020222,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 15:33,Learn about the Warren bequest,13022985,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 17:25,Meet Sarah,13086746,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
2/1/2022 15:34,Meet Dyanna,13086746,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
5/12/2022 8:42,Meet the graduates,13087046,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 8:42,Experience the observatory,13087130,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 11:19,Read about the program,13088623,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 10:46,Experience the observatory,13089779,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 10:12,Read about the impact,13090428,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 17:46,Meet the graduates,13091213,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:14,Read about the program,13091355,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 19:55,Read about the program,13121095,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 8:51,Learn about the Ross School gifts,13121133,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
3/25/2022 10:03,Read about the Culture Corps,13121133,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 21:14,Learn about the collection,13121319,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/27/2022 9:01,Learn about the collection,13121363,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
5/12/2022 8:24,Learn more about the program,13122085,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
3/25/2022 9:54,Meet Sarah,13122157,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
3/25/2022 9:59,Read about the institute,13122157,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 9:57,Read about the Culture Corps,13122157,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:28,Learn about the Weill gift,13122375,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:59,Read about the program,13122399,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 14:13,Learn about the Ross School gifts,13122620,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
3/25/2022 8:07,Learn about the center,13122642,Major Giving,Gift Announcement,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,School of Education,,
3/25/2022 8:07,Learn about the collection,13122642,Major Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/25/2022 8:07,Meet Sarah,13122642,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
1/31/2022 8:03,Learn about the Weiser gift,13122642,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
3/25/2022 8:07,Read about the institute,13122642,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 8:03,Learn about the clinic,13122642,Major Giving,Gift Announcement,,,,,,Sustainability,Environment,City of Detroit,,,,,,,,,,,,,,,,,,School for Environment and Sustainability,,,,,,
1/31/2022 8:03,Learn about the Ross School gifts,13122642,Major Giving,Gift Announcement,,Student Support,,Diversity Equity and Inclusion,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,Stephen M. Ross School of Business,,,,,,,
1/31/2022 8:03,Learn about the Stone Center,13122642,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
1/31/2022 8:03,Learn about the Warren bequest,13122642,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 8:03,Read about the program,13122642,Major Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/25/2022 8:07,Learn about U-Mâ€™s Ginsberg Center,13122642,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:03,Meet Dyanna,13122642,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:03,Read about the Bentley gift,13122642,Major Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 8:03,Learn about the Weill gift,13122642,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 8:07,Learn more about CAIâ€™s global reach,13122642,Major Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
3/25/2022 8:07,Read about the Culture Corps,13122642,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:07,Read about the impact,13122642,Major Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:07,Watch the video,13122642,Major Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 14:06,Experience the observatory,13122752,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 10:34,Learn about the Warren bequest,13122752,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 11:16,Read about the Culture Corps,13122752,Annual Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 21:29,Learn about the Stone Center,13122920,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
5/12/2022 20:04,Experience the observatory,13122934,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 20:08,Meet Sarah,13122985,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
5/12/2022 22:06,grosfeld-kellogg-center-gift,13122992,Major Giving,Gift Announcement,,,,,,,,,Heath and Wellness,,,,,,,,Aging,,,,,,,,,,Michigan Medicine,,,,,
1/31/2022 10:20,Learn about the Warren bequest,13122992,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 8:45,Read about the Culture Corps,13123006,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
3/25/2022 9:06,Read about the impact,13123104,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 17:10,womens-basketball-harris-family,13123198,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
1/31/2022 8:23,Learn about the Weill gift,13123198,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 12:59,Learn about U-M’s Ginsberg Center,13123610,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
3/25/2022 12:58,Read about the Culture Corps,13123610,Major Giving,,,Student Support,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,,,,
1/31/2022 8:05,Learn about the Weill gift,13123634,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:35,Learn about the Weill gift,13124072,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:18,Learn about the Weill gift,13124438,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 8:16,Meet Dyanna,13124623,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:33,Read about the program,13125186,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 15:51,Experience the observatory,13125814,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 16:28,Learn about the Weill gift,13125814,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 12:35,Learn about the collection,13125922,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
1/31/2022 9:58,Learn about the Weill gift,13125965,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 9:31,Learn about the Weill gift,13126365,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:16,Experience the observatory,13126378,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 11:31,Meet Dyanna,13126687,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 11:02,Read about the program,13126725,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 14:16,Learn more about the program,13126979,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 8:30,Experience the observatory,13127163,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 8:08,Learn about U-M’s Ginsberg Center,13127486,Major Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 22:11,Read about the program,13127804,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 13:28,Learn more about the program,13128287,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 23:05,Learn about the Weill gift,13128835,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 22:08,Meet the graduates,13129048,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:25,Read about the Bentley gift,13129106,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 9:31,Learn about the Weill gift,13137394,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
3/25/2022 8:32,Read about the impact,13139069,Major Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:38,Meet Dyanna,13145516,Major Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 9:48,Learn about the Weill gift,13145516,Major Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 8:24,Meet Audrey,13147510,Annual Giving,,,Student Support,,,,,,,,,,,,,,International,,,,,,,,,,,,,,,,
3/25/2022 8:36,Learn more about CAI’s global reach,13147510,Annual Giving,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,
5/12/2022 10:05,Learn more about the program,13147828,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 9:41,Read about the program,13152499,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 9:40,Meet the graduates,13152499,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2022 8:16,Read about the impact,13152629,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 8:18,Experience the observatory,13156894,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:37,Experience the observatory,13158927,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
1/31/2022 8:17,Read about the program,13158928,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 9:38,Learn more about the program,13159173,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 8:13,Learn about the Stone Center,13162599,Major Giving,Gift Announcement,,,,,Poverty,,,,,,,,,,,,,,,,,,,Institute for Social Research,,,,,,,,
1/31/2022 8:50,Read about the program,13163711,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/25/2022 8:39,Read about the impact,13163832,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 10:51,Read about the program,13163889,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 9:11,Learn more about the program,13164216,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 8:15,Learn about the Warren bequest,13164471,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 8:15,Read about the program,13164471,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
1/31/2022 8:15,Meet Dyanna,13164471,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:15,Read about the Bentley gift,13164471,Annual Giving,Gift Announcement,,,History,,,,,,,,,,,,,,,,,Bentley Historical Library,,,,,,,,,,,,
1/31/2022 8:15,Learn about the Weill gift,13164471,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 8:31,Learn about the Weill gift,13170917,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 10:01,Learn more about the program,13171929,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
1/31/2022 9:25,Learn about the Warren bequest,13173424,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
3/25/2022 8:05,Read about the impact,13174143,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2022 16:19,Learn more about the program,13174593,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 8:54,Experience the observatory,13201597,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
3/25/2022 13:34,Read about the impact,13201736,Annual Giving,,Giving Blueday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:15,Learn about the Weill gift,13202216,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
1/31/2022 8:30,Read about the program,13214175,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
4/4/2022 7:46,Learn about U-M’s Ginsberg Center,13214175,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:28,Learn about the Weill gift,13214175,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,Gerald R. Ford School of Public Policy,Rackham Graduate School,,,,,,,,,,,,,
5/12/2022 9:32,Learn more about the program,13214175,Annual Giving,,,Student Support,,,,,,,,,,,,,Military and Veterans,,,,,,,,,,,,,,,,,
5/12/2022 9:38,Meet the graduates,13214175,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2022 9:07,Read about the program,13214772,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
5/12/2022 23:03,womens-basketball-harris-family,13216170,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
5/12/2022 8:14,Experience the observatory,13216635,Annual Giving,,,,,,,,,,,,,,,Science,,,,,,,,,,,,,,,,,,Detroit Observatory
5/12/2022 8:14,womens-basketball-harris-family,13216635,Annual Giving,Gift Announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletics,
3/25/2022 8:09,Learn about the collection,13216635,Annual Giving,Gift Announcement,,,,,,,,,,,,Arts,,,,,,,,,,,,,,,,,University of Michigan Museum of Art,,,
3/25/2022 8:09,Meet Sarah,13216635,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,,,,,,,,School of Dentistry,,,,
1/31/2022 8:07,Learn about the Warren bequest,13216635,Annual Giving,Gift Announcement,,Student Support,,,,,,,,,,,,,,,,,,,,,Student Publications,,,,,,,,,
1/31/2022 8:07,Read about the program,13216635,Annual Giving,,,Student Support,,,,,,,,,,,,,,,,,,,,"College of Literature, Science, and the Arts",,,,,,,,,,
3/25/2022 8:09,Learn about U-M’s Ginsberg Center,13216635,Annual Giving,Gift Announcement,,,,,,,,,,Public Good,Facilities,,,,,,,,,,Student Life,,,,,,,,,,,
1/31/2022 8:07,Meet Dyanna,13216635,Annual Giving,,,Student Support,,Diversity Equity and Inclusion,,,,,,,,,,,,,,,,,Student Life,,,,,,,,,,,
